rank,followers,engagement_rate,category,potential_reach,country,channel_name,channel_id
1,3800000.0,0.58,unknown,1100000.0,afghanistan,Bindaas Tv - Funny Comedy Stories,UCDgT3ji8WmI8SnoDobzqCHg
2,1500000.0,0.58,unknown,456000.0,afghanistan,Azmir Recording,UCC0QJFYdd4Wa4_4hlDlYF_g
3,1400000.0,0.58,unknown,414000.0,afghanistan,MBC5,UCVad7F4_ZuILXyBsBj-WEnQ
4,972000.0,0.4,unknown,291600.0,afghanistan,BARONE LOVE FUNK,UC9G7A5Dhfa5f3_xVJqqQDjA
5,802000.0,0.58,unknown,240600.0,afghanistan,India's Funniest Videos,UCt3g98Qvlv7diKWcJy6QR1A
6,767000.0,0.58,unknown,230100.0,afghanistan,LemarTV,UC4TjjoiklE7zMJPN7jEqJGw
7,648000.0,0.2,unknown,194400.0,afghanistan,كومه دي,UCp6tqIJG9dQs2jAaBKQqH_A
8,551000.0,0.58,unknown,165300.0,afghanistan,Wins/Fails Videos,UCdUgq5_GUWyssgoEOMo_rHw
9,412000.0,0.58,unknown,123600.0,afghanistan,Shabake Khanda,UCvF0dhWBERzD6YH296cOVFw
10,337000.0,0.58,unknown,101100.0,afghanistan,LEMBRANÇAS MUSICAIS,UCBFKMv7Y-gjdm0GMi_ql1gA
11,336000.0,0.58,unknown,100800.0,afghanistan,moiegy,UCWUJwemS3xkwrpkW80vQcFg
12,324000.0,0.58,unknown,97200.0,afghanistan,SL Sanda,UCP0c5BYBtfVJ4qJUEYn9pEA
13,289000.0,0.9,unknown,86700.0,afghanistan,DeadLine Music,UCZWwKCj8AZiYz6ZKtmxfQsw
14,286000.0,0.58,unknown,85800.0,afghanistan,Sahara Flash Official,UCJK5_rc-flQfbvGeIRlP3-Q
15,217000.0,0.58,unknown,65099.99999999999,afghanistan,Pashton Plus,UCspIOkfGVZndGDJ7V2K1qPw
16,215000.0,0.58,unknown,64500.0,afghanistan,Watan Click,UCaR9s_3Gw5und85Rw5zaf4w
17,183000.0,0.58,unknown,54900.0,afghanistan,Toot,UCA4TrwbEMjhxOOFC8ho6vJA
18,182000.0,0.58,unknown,54600.0,afghanistan,Ro Dar Ro [Family Feud Afghanistan],UCGRY8FcPNoRVvv-THQsa0Nw
19,169000.0,0.58,unknown,50700.0,afghanistan,Azadi Radio,UCvpFmIw-T0BH8rn13CPfWlQ
20,149000.0,0.58,unknown,44700.0,afghanistan,KLionVEVO,UCj70UXxfl2Fogw0OgRN-Wag
21,143000.0,0.58,unknown,42900.0,afghanistan,ullash icp,UCTU5aTQxXABbC_rA4ZIDoFA
22,138000.0,0.58,unknown,41400.0,afghanistan,VOA Pashto,UC6RAiJqLwCQgoedNP0a2qiw
23,133000.0,0.58,unknown,39900.0,afghanistan,TOP 5 DARI/دری,UCULyRJJ806zvg4SFhqaF3QQ
24,124000.0,0.58,unknown,37200.0,afghanistan,Tembang Kenangan,UCsPuvzcEB3Am7zZpqRdJeoQ
25,115000.0,0.2,unknown,34500.0,afghanistan,Project Runway,UCH88cPPLV-DUEvH2WXVV_QA
26,108000.0,0.58,unknown,32400.0,afghanistan,Bijoy Study,UCDsGA2aP8u9SSWiZX1WvbRw
27,99600.0,0.58,unknown,29900.0,afghanistan,EL TIO RENTE,UCGXyQUE1s31Qu7hksFiQDsw
28,90000.0,0.58,unknown,27000.0,afghanistan,Afghanistan Premier League,UC7SVSIfie8pt1kgMjbUJ_vQ
29,87000.0,0.58,unknown,26100.0,afghanistan,VOA Dari,UCx8nPzCzHi127J3CkMBrSYg
30,80600.0,0.58,unknown,24200.0,afghanistan,Donia Press,UC8o0hJ5RPX6CFYJBtjcr2Eg
31,80100.0,0.58,unknown,24000.0,afghanistan,ARG1880,UCF_fUrvSVJcLabN9XRRW8kw
32,79000.0,0.58,unknown,23700.0,afghanistan,Netflix Magyarország,UCSvfcIsvn6be03soK4pw2XQ
33,75100.0,0.58,technology,22500.0,afghanistan,J TECH,UC6nhC29o23pHqftZ-Jp406g
34,59100.0,0.8,unknown,17700.0,afghanistan,الآنسة فرح,UC12h3VrpkgVRt00h0N851dw
35,56600.0,0.58,unknown,17000.0,afghanistan,YorubaBest Tv,UCrfVFZ6JyBtwIc67ncVbwIg
36,54500.0,0.58,unknown,16400.0,afghanistan,BUNDELKHAND HOME VIDEO,UCjmSL3O8UjurtTs78khjZxg
37,51100.0,0.58,unknown,15300.0,afghanistan,Netflix Česká republika,UCYanivSzoiXJcJ1MUOsKVkQ
38,46600.0,0.58,unknown,14000.0,afghanistan,Bhojpuri HD Movies,UC78Uaz8qyo-y5pALAPAwKCQ
39,46200.0,0.58,unknown,13900.0,afghanistan,Abdullah Tenin,UCYLociHwuiOP-5TeceJnSxw
40,44900.0,0.58,unknown,13500.0,afghanistan,LEGO Masters,UCnGb5xbCV8OKgf-j58n8IoQ
41,41900.0,0.58,unknown,12600.0,afghanistan,Afghanistan TV,UCM5scR56vViZ0pmavpYwXqg
42,41600.0,0.1,unknown,12500.0,afghanistan,Daily News Tech,UC6_T1FvlEwwmQTb_F_oGI0w
43,39900.0,0.58,unknown,12000.0,afghanistan,Good Oldies Song,UCPkX_y0cMktPQ3GrT5RthwQ
44,38800.0,0.58,unknown,11600.0,afghanistan,Afghan Famous,UCv27l1NCVWRHUj4hJbGIH-w
45,36700.0,0.58,unknown,11000.0,afghanistan,heratsoftware,UCWMx4MFO4gWlH4dYmlrT0Yg
46,36400.0,1.7,unknown,10900.0,afghanistan,AK47,UC9mkpqIWie0Dw1nqZ7S_wAg
47,36400.0,0.3,unknown,10900.0,afghanistan,Angel & Vario,UCjWSgRIsTxMTpEOb3CsKn9g
48,34400.0,0.58,unknown,10300.0,afghanistan,Kabulnews TV,UCgMmFt7mWJ5Ue_hP_-VJG5A
49,32200.000000000004,0.58,unknown,9700.0,afghanistan,Farid Bromand,UCzcuLLpwY1M-sanWjtBfeZQ
50,27100.0,0.58,unknown,8100.0,afghanistan,Indian Express Bangla,UCpthbAb5DDRfcG68VMn6q0g
51,26900.0,0.58,unknown,8100.0,afghanistan,Phy RAk,UCE1O7WsA0H8JSfx2Dbn9OMg
52,26200.0,0.4,unknown,7900.0,afghanistan,lil boosty,UChF-9hFpxxiKWNa6pM7Dc3A
53,25800.0,0.58,unknown,7700.0,afghanistan,Kabul Media Plus,UCvk0ft9BGaTaXVEoreGVtCQ
54,25200.0,0.58,unknown,7600.0,afghanistan,DentalManiaK,UCit_XEO1XMt0WlA_a5Y25ZA
55,25100.0,0.58,unknown,7500.0,afghanistan,Xolabaj TV2,UCGTHibrua-lSpcpGgyBCE9Q
56,24800.0,0.58,unknown,7400.0,afghanistan,Chu Diệp Anh,UCPbJYaZBJIDynXNd_Vtqfbg
57,24000.0,0.58,unknown,7200.0,afghanistan,Doctor داکتر,UC0qsaOMutKk6VoMi8c45frw
58,22700.0,0.58,music,6800.0,afghanistan,Didar Music,UCms9SuykkUS66D2wr3D2G1w
59,19600.0,0.2,unknown,5900.0,afghanistan,A Erfan,UCLroplcRBhrL_pzKN7pDehQ
60,19400.0,1.1,celebrity,5800.0,afghanistan,Pashto Entertainment Entertainment,UC5o5At6pto0EYYa0-m3GIiA
61,18900.0,0.58,unknown,5700.0,afghanistan,Pets Best Fun,UCSe4NsHq9CEwbinTZhH5oEw
62,18900.0,0.58,music,5700.0,afghanistan,TODAY PTM,UCyAwbVG39nYFTh1RJ8Ag73A
63,18500.0,0.2,unknown,5600.0,afghanistan,Travel Ethiopia-ጉዞ ኢትዮጵያ,UC3AVLFaRHhJi8TYHXuw6rYg
64,18100.0,0.58,unknown,5400.0,afghanistan,Crowleyyyy,UCvaibZQAjLeMnKloRNfIM7A
65,17600.0,0.1,unknown,5300.0,afghanistan,Green Swag,UCUbooQPiOb0tvcoC8jQEbvA
66,17400.0,0.58,unknown,5200.0,afghanistan,สหพันธรัฐไทใจเดียวกัน,UCafatHX_lK7e5nKKD9fv8lg
67,17200.0,0.3,unknown,5200.0,afghanistan,kabir khostwall,UCgeArVN-G7oPaCH8XWiJ-ag
68,17000.0,0.3,unknown,5100.0,afghanistan,yeej kim HD1080,UCaC0gNyPXC1BU0xj0GDH7KA
69,16100.000000000002,33.9,unknown,4800.0,afghanistan,Clavis,UCwOYuwj9e2lFKviz7Ibfspg
70,15400.0,0.58,unknown,4600.0,afghanistan,Larawbar.com,UCbGnZAj8xrqEx02UNZlh2_Q
71,14700.0,0.58,unknown,4400.0,afghanistan,H.H.,UCldDfGERobpud27NzSohlPg
72,13900.0,0.58,unknown,4200.0,afghanistan,کانال ساده ترین آموزشها,UCMRsuS4OuP5MHIJRAHMbUxg
73,13300.0,0.58,unknown,4000.0,afghanistan,Pashto Islami,UCzVuHmw6-BcQqXH5W40HORw
74,13200.0,0.58,unknown,4000.0,afghanistan,High Council for National Reconciliation,UCiHoMDXJQboJy1UEN-hBU9A
75,12900.0,0.6,unknown,3900.0,afghanistan,貝拉醬Bella,UCn5iCeeF4nMECDobXb3kFbQ
76,12600.0,0.58,unknown,3800.0,afghanistan,iGunvicted,UC6MamwO1MDhVfyeb01XOg5w
77,12400.0,0.58,unknown,3700.0,afghanistan,Kamsan Arom,UCKgPS2K6xmsRLIe2w-9iQHg
78,12300.0,0.1,unknown,3700.0,afghanistan,Zulfan tube,UCgpxqCBKVSaTlk4MwL7z-pA
79,12300.0,0.58,unknown,3700.0,afghanistan,૯υՆ૯Ոςƿɿ૯૭૯Ն,UCZN1eMcGegUw4V3tJ2uHAxQ
80,12000.0,0.58,unknown,3600.0,afghanistan,Criadouro Buriti,UCqqYf0hdFIDuXpcrACz6EPg
81,11500.0,0.1,unknown,3500.0,afghanistan,shahram hashemi,UCtajG3ubRg58fmkJ_FWZg2Q
82,11400.0,3.0,unknown,3400.0,afghanistan,Farhad Ghafoor,UC1sjfTwyZHjhwh6oSF5Etjg
83,11200.0,0.58,unknown,3400.0,afghanistan,꧁༒☬gobinda masih☬༒꧂,UCmzGjQcXRzNA3XcXYdDwEtA
84,10900.0,80.1,unknown,3300.0,afghanistan,XxDEATH_LORDxX,UCgVHrc1nvk7qF8qp-t-hxJg
85,10600.0,0.58,unknown,3200.0,afghanistan,saren music market,UCFzMmvIcgZlyol3SfFofeYQ
86,10600.0,0.58,unknown,3200.0,afghanistan,O que será de novo hoje ! Brinquedos resenhas vlogs,UCLjz_XFniaSx1VhP5UObj_w
87,10400.0,0.58,unknown,3100.0,afghanistan,San wel,UC3tsD0Zwajp5siNVqwupdvQ
88,10400.0,0.58,unknown,3100.0,afghanistan,Turbo Tractors,UCtchLlRh5FCP3nEKFHB4JjQ
89,10300.0,0.3,unknown,3100.0,afghanistan,RDX BOYZ MANIKA,UCLCpibvImQdJu68rMmRw-gA
90,10200.0,0.58,unknown,3100.0,afghanistan,Dr. Abdullah Abdullah,UCYr6qIfnEVYDTKfUTMDmRSg
91,10000.0,0.58,unknown,3000.0,afghanistan,Shaheen Naikpay,UC515LyLO1mkor_qylBt_uyQ
92,9800.0,0.58,unknown,2900.0,afghanistan,Torialai Waziry,UCVqiXwXu3vxocfUJlX1qRgw
93,9700.0,0.58,unknown,2900.0,afghanistan,Dirt Zalgo,UCCVulaGbHLaPJ_dyV7vF0rw
94,9300.0,0.2,unknown,2800.0,afghanistan,Real Creators,UCPZ2Ssb2d8kxwaWBYSie6cQ
95,9200.0,0.58,unknown,2800.0,afghanistan,SOMBO BMC,UCVi29qCql-2Dl_6xdjz_trQ
96,9200.0,0.3,unknown,2700.0,afghanistan,Fox Carp Fishing TV CZ&SK,UCl22B1DgtxuKusXmd5PyyUA
97,9100.0,0.58,unknown,2700.0,afghanistan,Mudasir Zamani,UC2Sr4O0Gm1dUn3f3K6dBmbw
98,9100.0,0.58,unknown,2700.0,afghanistan,Cragsman,UCxbZoIuCIud_n1pZgZiSL4w
99,8700.0,0.58,unknown,2600.0,afghanistan,Angkor Mala,UCEjddKViPwdCLoeg49wrDPw
100,8600.0,0.1,unknown,2600.0,afghanistan,sanoorg,UCOdbFr8_L4Ynf94oNbyGKGQ
1,9100000.0,6.19,cricket sports,2700000.0,afghanistan,Rashid Khan,rashid.khan19
2,5100000.0,0.58,fitness fitness and health,1500000.0,afghanistan,GYM VOGUE,thegymvogue
3,3600000.0,1.07,art,1100000.0,afghanistan,Steve McCurry,stevemccurryofficial
4,3300000.0,0.19,celebrities,993100.0,afghanistan,د. وسيم يوسف,waseem_yousef
5,3200000.0,1.71,music singer songwriting,948300.0,afghanistan,AHMAD SAEEDI / احمد سعيدي,ahmadsaeedi1
6,2200000.0,2.86,art,653100.0,afghanistan,Shakila Mohseni,shakila.music
7,1900000.0,0.35,entertainment and music romance and wedding music singer,583700.0,afghanistan,𝝠𝗥𝗬𝝠𝗡𝝠 𝗦𝝠𝗬𝗘𝗘𝗗 👑 آریانا سعید,aryanasayeedofficial
8,1700000.0,1.82,beauty and self care fashion and accessories modeling,511700.0,afghanistan,غزل سادات Ghazal Sadat,officialghazalsadat
9,1700000.0,0.86,entertainment and music music,510900.0,afghanistan,GHEZAAL ENAYAT ❤️‍🔥🎙غزال عنایت,ghezaalmusic
10,1500000.0,8.86,sports,459600.0,afghanistan,Rahmanullah Gurbaz,rahmanullah.gurbaz
11,1400000.0,0.79,unknown,434200.0,afghanistan,Zainab Ameeri,zainab_ameeri
12,1400000.0,2.6,art,426800.0,afghanistan,ApoRed,apored
13,1400000.0,2.58,acting and drama celebrity modeling,408200.0,afghanistan,مریم معصومی,maryammasoumi_
14,1300000.0,1.7,acting and drama,398000.0,afghanistan,Qays Sheikh Najib,qayssheikhnajibofficial
15,1100000.0,0.3,travel food,330200.0,afghanistan,Ziba Ghafar,zebagulley
16,1100000.0,4.5,art modeling,325900.0,afghanistan,Fatima Esmat ف,esmatfatima
17,1000000.0,0.1,unknown,309400.0,afghanistan,💗🇦🇫AFG_love_official🇦🇫💗,afg_.loves
18,1000000.0,0.68,entertainment and music music,304500.0,afghanistan,Seeta_Qasemie سیتا قاسمی🧿,seetaqasemieofficial
19,984600.0,2.29,entertainment and music acting and drama celebrity entertainment,295400.0,afghanistan,KEHINDE BANKOLE,_kehindebankole
20,948800.0,0.04,entertainment and music,284600.0,afghanistan,AfghanBollywood,afghanbollywood
21,928700.0,0.19,entertainment and music photography music news,278600.0,afghanistan,AFGHAN FACE,afghanface
22,855200.0,1.22,entertainment and music celebrity singer music,256600.00000000003,afghanistan,Qais Ulfat,qaisulfat
23,836400.0,1.6,entertainment and music,250900.0,afghanistan,Maryam Khorami مريم خُرمي,maryam.khorami
24,792200.0,0.4,unknown,237700.0,afghanistan,⃟🧿𝔒𝔣𝔣𝔦𝔠𝔦𝔞𝔩𝔪𝔬𝔷𝔥𝔡𝔞𝔥𝔣𝔭 ⃟🧿,officialwelovemozhdah
25,744400.0,1.0,fitness and health outdoor activity sports coaching,223300.0,afghanistan,Ali,aliabdelaziz000
26,697300.0,0.81,beauty and self care music,209200.0,afghanistan,Ziba Hamidi,ziba.hamidiofficial
27,682800.0,0.22,entertainment and music music singer,204800.0,afghanistan,BIG BINO🤴,kayumbaasosie
28,614600.0,0.4,entertainment and music singer music,184400.0,afghanistan,Dr.Ramsha Shafa,dr.ramshashafa
29,549900.0,0.76,unknown,165000.0,afghanistan,ARG,arg1880
30,533000.0,0.79,entertainment and music singer music songwriting,159900.0,afghanistan,Farhad Darya,farhaddaryaofficial
31,531100.0,0.1,unknown,159300.0,afghanistan,❤️🇦🇫afg__.love🇦🇫❤️,afg__.love
32,504600.0,0.05,unknown,151400.0,afghanistan,Afghanmedia1🇦🇫,afghan_media1
33,483200.0,4.17,unknown,145000.0,afghanistan,zahra,zahr4
34,476300.0,0.15,unknown,142900.0,afghanistan,Afghan clips افغان کلیپ,afghan.live
35,470200.0,0.23,unknown,141100.0,afghanistan,Afghanistan Online,afghanistan.online
36,465000.0,0.94,beauty and self care marketing and advertising hair & beauty celebrities,139500.0,afghanistan,Frouzan M. 💄🇦🇫🇨🇦,froartistry
37,460600.0,0.3,unknown,138200.0,afghanistan,اخبار افغانستان Online News,afghanistan_news____
38,450200.0,0.84,sports coaching modeling,135000.0,afghanistan,Dr Nadia Nadim,nadi9nadim
39,441900.0,4.9,education upskilling business and finance,132600.0,afghanistan,AF WORLD by AFLU,afluhere
40,432700.0,0.83,unknown,129800.00000000001,afghanistan,Kabul1400,kabul1400
41,425100.0,0.1,unknown,127500.0,afghanistan,Ariana News,ariananews.official
42,423900.0,0.2,unknown,127200.0,afghanistan,❣️afghan__happy_offlcial🇦🇫,afghan_happy_offlcial_2
43,421600.0,0.5,fashion and accessories,126500.0,afghanistan,Afghan Fashion - افغان فيشن,afghan.fashions
44,416500.0,0.22,photography modeling,124900.0,afghanistan,Ali Hosseini,hazara_nationality90
45,413300.0,0.19,fashion and accessories,124000.0,afghanistan,Fatma Badran,maison.fatma
46,410700.0,0.93,family celebrity acting,123200.0,afghanistan,The Ohana Adventure,theohanaadventure
47,404300.0,0.11,unknown,121300.0,afghanistan,دختران افغانستان🇦🇫,afghanistan.girls
48,395400.0,0.15,unknown,118600.0,afghanistan,𝐒𝐄𝐄𝐓𝐀★سیتا,seeta_qasmie_page
49,393500.0,1.54,unknown,118000.0,afghanistan,𝐇𝐚𝐧𝐢𝐲𝐞 𝐇𝐨𝐬𝐬𝐚𝐢𝐧𝐢,haniyemazariofficial
50,387800.0,1.12,unknown,116300.0,afghanistan,Dr. Abdullah Abdullah,abdullahabdullah.af
51,386600.0,0.4,beauty and self care family,116000.0,afghanistan,Shafiqa shamel,shafiqa_shamel
52,379400.0,0.4,unknown,113800.0,afghanistan,Fatima Rasa,fatima.rasa777
53,377700.0,0.3,unknown,113300.0,afghanistan,deltange_watan🇦🇫,deltange_watan
54,374200.0,34.39,sports cricket,112200.0,afghanistan,Afghanistan Cricket Board,afghanistancricketboard
55,364000.0,9.82,fitness and health,109200.0,afghanistan,Bilal F Mohammad,alihealth_1
56,359500.0,0.49,unknown,107800.0,afghanistan,لايك بزن و بخند 😂✌️(official),afg.joooke
57,344900.0,0.4,unknown,103500.0,afghanistan,Afghan 🖤❤️ 💚🇦🇫,afghan.insta_12
58,343200.0,0.58,unknown,103000.0,afghanistan,Anil Jan,i.aniljan
59,340100.0,1.09,entertainment and music home and garden coaching actors,102000.0,afghanistan,Moe Shalizi,shalizi
60,330700.0,0.81,unknown,99200.0,afghanistan,Sahar Saidi,saharariyanmusic
61,330200.0,0.3,unknown,99100.0,afghanistan,ariana.ar.news,ariana.ar.news
62,324500.0,0.1,entertainment and music,97400.0,afghanistan,Afghan Saiyan .🇦🇫🔥...🎬CLIPS ♠🔵,afghan_star_clips_
63,321500.0,4.5,unknown,96500.0,afghanistan,🕊khoshy 🕊,khoshy_rabi
64,315400.0,0.22,entertainment and music funny celebrity news,94600.0,afghanistan,Kabul Music,kabul_music
65,300000.0,0.3,acting and drama,90000.0,afghanistan,Ali Fareedon | علي فريدون,alifareedon.official
66,293900.0,0.4,entertainment and music,88200.0,afghanistan,Jawid Sharif,jawidsharifmusicofficial
67,292200.0,0.19,entertainment and music fashion and accessories beauty and self care business and finance,87700.0,afghanistan,شيمـاء رحيمـي,shaimarahimi
68,291000.0,0.12,romance and wedding parenting marketing and advertising events,87300.0,afghanistan,Afghan▕ Turkish▕ Iranian,afghanwedding_
69,287900.0,0.02,entertainment and music,86400.0,afghanistan,Najiba Faiz Queen نجيبه فيض,najiba_queen
70,285000.0,0.1,unknown,85500.0,afghanistan,افغان_طنز,afghan_tanzz
71,283600.0,1.7,unknown,85100.0,afghanistan,Faisal Tabibzada,kingrolexx
72,283500.0,0.65,unknown,85100.0,afghanistan,The Royal Afghan,the.royal.afghan
73,281700.0,2.45,music,84500.0,afghanistan,Afghan Star 14⚡صدیقه مددگار,sadiqa_madadgar
74,269100.0,5.94,music,80700.0,afghanistan,𝗔𝘀𝗵𝗸𝗮𝗻 𝗔𝗿𝗮𝗯 | اشكان عرب,ashkan_arab
75,267700.0,0.8,unknown,80300.0,afghanistan,🇦🇫__ShahDokht__Afghanistan__🇦🇫,shahdokht___afg
76,265300.0,0.2,unknown,79600.0,afghanistan,🇦🇫فالو❤,shakofe.afghan
77,263700.0,28.07,unknown,79100.0,afghanistan,Mansour Sahak,mansour_sahak
78,261500.0,0.4,entertainment and music funny,78400.0,afghanistan,AFGHAN ORG,afghanorg
79,257200.0,13.01,unknown,77200.0,afghanistan,The Afghan,theafghan
80,256600.00000000003,0.06,fashion pets,77000.0,afghanistan,🔱معرفي جراحان بيني👃🏼 🔱,jarahibinii
81,255900.0,1.01,entertainment and music television,76800.0,afghanistan,Andro 🦋,andro121
82,255400.0,1.2,unknown,76600.0,afghanistan,🇦🇫 Khaisto 🇦🇫,decent_kochai
83,252400.0,4.5,sports education cricket,75700.0,afghanistan,Mohammad Nabi,mohammadnabi07
84,251900.0,0.3,unknown,75600.0,afghanistan,Salam Afghanistan,salamafghanistan1
85,251200.0,0.2,unknown,75400.0,afghanistan,🇦🇫 فالو کن مره🤗,sara420afg
86,240100.0,0.2,unknown,72000.0,afghanistan,Afghanistan 🇦🇫🕊افغانستان,afghanistan.voice
87,237300.0,0.4,unknown,71200.0,afghanistan,Shabana Mehryar,shabana_mehryar_music
88,236600.0,0.47,entertainment and music modeling music entertainment,71000.0,afghanistan,Aryana Sayeed Updates,aryanasayeed.updates
89,232800.0,0.2,unknown,69800.0,afghanistan,Q A I S E M A D Y,qais_emady
90,230000.0,0.01,unknown,69000.0,afghanistan,NajibaFaiz Superstarنجيبه فيض,najibafaizsuperstar
91,229600.0,0.19,photography travel,68900.0,afghanistan,AFGHAN INSTA,afghan_insta
92,224800.0,5.58,unknown,67400.0,afghanistan,Edrees!!,edreessharifi
93,221400.0,3.33,unknown,66400.0,afghanistan,Jawed Ibrahimi ★ 🇦🇫 ★,jawed_ibrahimi786
94,219300.0,0.4,unknown,65800.0,afghanistan,Daniel.Afg,afg.face.official
95,218600.0,0.3,entertainment and music singer,65600.0,afghanistan,#Teamwork#TagMeWhenSheReplies✌,wemareplies
96,217200.0,0.1,unknown,65200.0,afghanistan,queenafghanistan 🧿,queenafghanistann
97,215800.0,1.61,romance and wedding celebrity,64700.0,afghanistan,Asma Nawid,asmanawid1
98,207100.0,3.29,shopping,62100.0,afghanistan,Mastora Akbari,mastora__akbari
99,205600.0,0.9,unknown,61700.0,afghanistan,Afghan Vibes افغان وایب,afghanvibesofficial
100,205400.0,3.6,unknown,61600.0,afghanistan,The Lady Star🌟,zahra.elham.official
1,14500000.0,0.3,business and finance,4400000.0,afghanistan,Ziba Gulley 🥀,xzayx89
2,9000000.0,0.58,entertainment and music finance upskilling,2700000.0,afghanistan,Bryan Kazaka,bryankazaka
3,4099999.9999999995,0.58,beauty and self care acting and drama celebrity,1200000.0,afghanistan,JasleenKaur Official,jasleenxbeauty
4,1400000.0,0.58,business and finance,420000.0,afghanistan,Pary Gull Moti,parygullofficial
5,1300000.0,0.58,unknown,390000.0,afghanistan,Valentino,baravalentino_
6,1100000.0,0.58,fitness,330000.0,afghanistan,QueenofTikTok👸,mashazlatifiofficial7
7,1100000.0,0.58,unknown,330000.0,afghanistan,Mehral Shams,mehral
8,946500.0,0.58,unknown,284000.0,afghanistan,haniyemazariofficial,haniye_mazari_officiall
9,928100.0,0.58,beauty,278400.0,afghanistan,SlayerGirl💕,x_s.l.a.y.e.r.g.i.r.l_x
10,860900.0,0.58,entertainment and music,258300.0,afghanistan,777zvrahfn,777zvrahfn
11,852900.0,0.1,entertainment and music funny celebrity,255900.0,afghanistan,MC RAJI,mcrajiofficial
12,813800.0,0.58,travel,244100.0,afghanistan,Soma Zafari,somazafari
13,806400.0,0.58,unknown,241900.0,afghanistan,Andro,andro_121
14,806300.0,0.58,unknown,241900.0,afghanistan,Ayesha khan 🇦🇫🇵🇰,nageen_afghan
15,749100.0,6.6,unknown,224700.0,afghanistan,A,arsalannoori07
16,706500.0,0.58,video gaming,212000.0,afghanistan,『Savage』GIRL❣️,savage.bye
17,706200.0,0.58,video gaming,211900.0,afghanistan,Z E R O,zero.503
18,702600.0,0.58,unknown,210800.0,afghanistan,😝Ziarat khan funny😝🙈,ziaratkhan5050
19,674700.0,0.58,unknown,202400.0,afghanistan,Zainab-official,zainabjan2001
20,658800.0,0.58,unknown,197600.0,afghanistan,🇦🇫🇹🇷,shabir_7m
21,622200.0,0.2,unknown,186700.0,afghanistan,Ｒ¹丨ＢＯＯＭ,r1.boom
22,584200.0,0.58,unknown,175300.0,afghanistan,𝐇𝐚𝐬𝐞𝐞𝐛 𝐊𝐡𝐚𝐧,thekhan_
23,575300.0,0.58,unknown,172600.0,afghanistan,Jeffy Nachapim,jeffynachapim
24,558200.0,0.58,unknown,167500.0,afghanistan,Afsana Zeddi,afsanazeddi
25,534300.0,0.58,unknown,160300.0,afghanistan,Icxmaria,icxmaria
26,522100.0,0.58,unknown,156600.0,afghanistan,Free Fire 🔥,moe_ff
27,521900.0,0.58,unknown,156600.0,afghanistan,¹Ｏp・MARYAM 👸🏻🇦🇫,official_maryam
28,516299.99999999994,0.58,nature,154900.0,afghanistan,Siyad Abdali,siyad998
29,513400.0,0.2,entertainment and music education,154000.0,afghanistan,Habari_Njema,habari_njema
30,505000.0,0.58,unknown,151500.0,afghanistan,menokakar,menokakar
31,490200.0,0.58,unknown,147100.0,afghanistan,Sami Sadat,sami_sadat
32,486600.0,0.58,unknown,146000.0,afghanistan,Aimal Habibi,aimalhabibi01
33,484700.0,0.58,games,145400.0,afghanistan,🔥Jan Nawid🔥,nawidsamadi_07
34,481700.0,0.58,video gaming,144500.0,afghanistan,96 | B L A C K,96black1
35,477900.0,0.58,education,143400.0,afghanistan,theshaniproject,theshaniproject
36,476900.0,0.58,unknown,143100.0,afghanistan,khushal_jan,khushal_jan28
37,474300.0,0.58,unknown,142300.0,afghanistan,Yassna,anarkali_08
38,460100.0,0.58,food nature,138000.0,afghanistan,Abid Mahmood Khogyanai,abidmahmoodkhogya
39,449300.0,0.58,unknown,134800.0,afghanistan,🅗🅐🅚🅘🅜🅘,_shamshakimi
40,444700.0,0.58,unknown,133400.0,afghanistan,❦︎🅒︎🅡︎🅘︎🅖︎🅔︎ 🅜︎🅐︎🅝︎❦︎,gamergalaxyskin009_yt
41,440000.0,0.1,unknown,132000.0,afghanistan,♥️🤤,sonasadat
42,437100.0,0.58,unknown,131100.0,afghanistan,Rahmanullah 21,rahmanullahgurbaz31
43,435700.0,0.58,unknown,130699.99999999999,afghanistan,🇦🇫👑Salman Helmandai 👑🇦🇫,ismailshahjeweller
44,433400.0,0.58,unknown,130000.0,afghanistan,❤️Javed Afghan❤️,javedafghanshinwari
45,417800.0,0.58,family,125300.0,afghanistan,IM AFGHANISTAN FAMILY PIOLT,niloofar_rahmani
46,416700.0,0.58,funny,125000.0,afghanistan,Rukhsar Achakzai,rukhsar_x0o
47,416200.0,0.58,unknown,124900.0,afghanistan,Massud Shirzad,massud.shirzad
48,405400.0,0.58,unknown,121600.0,afghanistan,🧿مرواری هوتک🧿افغانی مور🇦🇫,marwari_hotak
49,403400.0,0.58,unknown,121000.0,afghanistan,Latifa Azizi,latifaazizi404
50,391400.0,0.58,entertainment and music,117400.0,afghanistan,official_hafsaidris4,hafsaidris4
51,390900.0,0.58,unknown,117300.0,afghanistan,🥀فیضو_مندوخیل🥀,malang_weror
52,388900.0,0.58,unknown,116700.0,afghanistan,✨⚡️Shinwari ⚡️✨,pekhawari_laila
53,379100.0,0.58,sports,113700.0,afghanistan,hazratullah Zazai 3,hazratullah_zazai33333
54,376900.0,0.58,unknown,113100.0,afghanistan,👑 Įᒪ¥𝐀ş💙ｋ𝐡,ilyas_khan41
55,371800.0,0.58,unknown,111500.0,afghanistan,majidkha991,majidkpk991
