rank,followers,engagement_rate,category,potential_reach,country,channel_name,channel_id
85,2700.0,0.37,beauty & self care fashion & accessories,816.0,costa-rica,Alejandro Ramirez,makeupby_alejandro
86,2700.0,0.09,fashion & accessories,813.0,costa-rica,KC Bikinis 👙,kc_bikinis
87,2500.0,0.23,entertainment & music,747.0,costa-rica,3rd World Hustler 🇵🇦🇺🇸🇩🇪,thonysabana
88,2500.0,0.27,travel finance,735.0,costa-rica,Zelene Gutiérrez,zelesinlimites
89,2400.0,0.31,travel family,732.0,costa-rica,TATIANA ELIZONDO🌺,tatianaelizondo18
90,2400.0,0.58,fitness & health outdoor activity sports,726.0,costa-rica,Ile Quirós,ileequiros
91,2400.0,0.13,entertainment & music funny,714.0,costa-rica,Jose Antonio Lara Brenes,joselarax
92,2400.0,0.58,fashion & accessories beauty & self care,708.0,costa-rica,Humana,humana.shop
93,2300.0,0.15,games,690.0,costa-rica,Andy Ríos,andyriosma
94,2200.0,0.09,travel,666.0,costa-rica,Pura Vida!,lavida_puravida
95,2200.0,0.74,fitness & health,654.0,costa-rica,JAEL ORTIZ | FITNESS,jaleasfit
96,2200.0,0.38,beauty & self care travel,651.0,costa-rica,𝙈𝙖𝙮 𝘼𝙡𝙛𝙖𝙧𝙤 𝙋𝙚𝙧𝙘𝙝𝙞𝙣𝙨𝙠𝙮,maymooncr
97,2200.0,0.49,entertainment & music,648.0,costa-rica,Lindsan,lindsanx
98,2100.0,0.41,entertainment & music,639.0,costa-rica,Mau Madriz,maumadriz
99,2100.0,0.58,travel,639.0,costa-rica,Silvi,silvivallejo
100,2100.0,0.58,arts & crafts,618.0,costa-rica,Wesly Fernández,weslytattoos
1,2100000.0,2.1,unknown,618000.0,costa-rica,Germán Rodezel,UCj8-o-AOsl6elcsjVDAc1JA
2,1900000.0,0.58,unknown,561000.0,costa-rica,Al AHLY TV,UCmeqakSoEdmxEtTnCFSbunw
3,1800000.0,0.4,unknown,537000.0,costa-rica,La Habitación Oscura,UCJLxCZnSr19-2qr8arbppWA
4,1200000.0,0.58,unknown,366000.0,costa-rica,La cultura para todos,UCtttZpjrsMvm9YHjR3rB5fQ
5,1100000.0,0.58,unknown,321000.0,costa-rica,Superlibro,UCu9-HLbjEbczQDBXzEqaSVQ
6,953000.0,0.1,unknown,285900.0,costa-rica,Fabii Puffle,UC2TCmZmRi2twi9Ycn34tfkQ
7,836000.0,0.2,unknown,250800.0,costa-rica,Jose Gonzalez,UCb_V4bF50eX6pekMsziQI7w
8,695000.0,0.58,unknown,208500.0,costa-rica,Cocina con Jenny,UCOgb8SNPgGjK0CyHz6N3fSQ
9,578000.0,0.58,unknown,173400.0,costa-rica,Pao CH,UC327Ph1qmZl5Ny0LKP6mmHw
10,498000.0,0.58,unknown,149400.0,costa-rica,Sarah Steller Beauty,UCaw-2FYtedq50jXWMLKHidA
11,484000.0,1.2,unknown,145200.0,costa-rica,Kaleta Senpai,UCmNU9dmhrP9evWqyjuweRWA
12,457000.0,0.58,unknown,137100.0,costa-rica,Fabricio Alvarado,UCDuXt79QnnLjCUzXwd-5CXQ
13,447000.0,0.58,unknown,134100.0,costa-rica,Betesda La alternativa natural,UC0fcnCzeRithSR-JeRAs7bA
14,421000.0,0.58,unknown,126300.0,costa-rica,Teletica Costa Rica,UCOC6n5gbktagxIUrQrp42yw
15,402000.0,0.4,unknown,120600.0,costa-rica,CocoChickyy,UCh9kz9gfvKC9bk5E6VgZ4uw
16,401000.0,0.3,unknown,120300.0,costa-rica,𝐒𝐡𝐢𝐧𝐧𝐨𝐛𝐮,UCMKrq2mFp-qfXAuPwtMyT4A
17,380000.0,0.58,unknown,114000.0,costa-rica,PLACE,UCo3BbgAZgkT7T7rEag6KRdw
18,359000.0,1.4,unknown,107700.0,costa-rica,l o s t,UCkGO30BMaWyxncIspVE6rEQ
19,358000.0,0.58,unknown,107400.0,costa-rica,Noticias Repretel,UCr6TeVofbyCvtCdxV_niQKQ
20,321000.0,0.58,art music,96300.0,costa-rica,Olivia Kissper,UCtc8gcFs2KXRzpV5iwJA8-w
21,304000.0,0.58,unknown,91200.0,costa-rica,jrcodjmix,UCpPeFul_f-9LlZwiknz9RHg
22,295000.0,0.1,unknown,88500.0,costa-rica,Leonardo Morales ELECTRO REPARACIONES LMC,UCUimmvfAqo4dwCvXfd5Tv_g
23,278000.0,1.9,unknown,83400.0,costa-rica,Araya Vlogs,UCnZWFiZOtbKPWkRVSqhnJ8A
24,271000.0,0.3,unknown,81300.0,costa-rica,KALETA,UCRMqEJlE1YTyTn8D6eFJs_Q
25,260000.0,0.58,unknown,78000.0,costa-rica,TH Videos,UC8dhmdTkTYsFJA76rLzkW_w
26,251000.0,2.2,unknown,75300.0,costa-rica,Veggie ASMR,UCsyTa7gUV3851U_TypwXiDQ
27,249000.0,0.1,unknown,74700.0,costa-rica,gizmog,UCvFLa4R3serolvK7AI_F2PQ
28,242000.0,0.58,unknown,72600.0,costa-rica,Vision de Impacto,UCbVxlF7Iw9f2tHxywhHKRNw
29,241000.0,0.58,unknown,72300.0,costa-rica,El Plexpero,UCW7nCUJ_sL7_BkkKTPxtohw
30,239000.0,0.58,unknown,71700.0,costa-rica,JimmyTutoriales,UCYcD1L2-7-rtpwMwLbSS4RQ
31,230000.0,0.3,unknown,69000.0,costa-rica,MERIDIANO84,UCGy75lud0JZ-Y3u24ArrsWQ
32,229000.0,0.58,art medical health,68700.0,costa-rica,Patchwork and Quilting Clases Mininos de Sanchez,UCBQZqkX3AZ35QlXBL-fX1Ig
33,208000.0,0.58,unknown,62400.0,costa-rica,lavencas,UCVi6f0e0XfDLqnwhkXQEIhw
34,192000.0,0.2,unknown,57600.0,costa-rica,Joy Of Gaming,UCCIR3AdAbybtkNgINS9UyNA
35,184000.0,0.58,unknown,55200.0,costa-rica,Yo Soy Pollo,UCIzWZNqR7-KvXWEQTZcGi2Q
36,177000.0,0.58,unknown,53100.0,costa-rica,Latin Christian News,UCDcbgT6x4yLYfdGNfjv-j3g
37,168000.0,0.58,unknown,50400.0,costa-rica,Nicaragua Investiga,UCOdrgFoGUWZnzf5X1LEINSg
38,165000.0,0.58,unknown,49500.0,costa-rica,Makiura YT,UCCHBoslnQ4W1TS9KMeTk8cA
39,161000.0,0.58,unknown,48300.0,costa-rica,Grupo935,UC166mooc0TLNFlIad_8Q9pw
40,150000.0,0.58,unknown,45000.0,costa-rica,Momuscraft,UCmas0tuuuHnWz8IDC3bM2xQ
41,147000.0,0.1,unknown,44100.0,costa-rica,Fabiana Alvarado,UC-NklU-D5gFqdTj4o9UQa_Q
42,145000.0,0.1,unknown,43500.0,costa-rica,Blonde Balayage Hair TV,UCBRMLQmvxd8oebRft6-RS7A
43,141000.0,0.58,unknown,42300.0,costa-rica,Gaby Unaplay,UCKurldz6_RXiSj5AB_nl1sA
44,140000.0,0.58,unknown,42000.0,costa-rica,Mr LAG,UCSmx-JMcELcd2t2m07WHNsQ
45,139000.0,0.58,unknown,41700.0,costa-rica,Kreativa-T,UCYbspwY_62yQ8OM0t2CrN_w
46,136000.0,0.58,unknown,40800.0,costa-rica,8Bit CR,UC711clzNtwXwzMJNEt7ypJg
47,130000.0,0.58,unknown,39000.0,costa-rica,L00FUL YT,UCzi8sQ5LWeznutTVjAuSFMw
48,130000.0,0.58,unknown,39000.0,costa-rica,Oráculo Tarot,UCwXmkk3cPuKFoK2xINJtP-g
49,127000.0,0.58,unknown,38100.0,costa-rica,Teacher Clau,UC3DikydeVEpmBwzQyiYcxeA
50,121000.0,12.8,unknown,36300.0,costa-rica,Official Gimario,UC85G6cPnGE14FyaDfUaj6AQ
51,119000.0,0.58,unknown,35700.0,costa-rica,Steph Min,UCiEOMyhe_L1w2pnsV1q9iBQ
52,118000.0,0.58,unknown,35400.0,costa-rica,Classic Catholic Audiobooks,UCfXTzdNin8U8aEQVMIXiRog
53,116000.0,0.58,unknown,34800.0,costa-rica,Panda,UCjyLV6ZAI2Bq_OnnUJctrcA
54,114000.0,0.58,unknown,34200.0,costa-rica,Decima Badilla,UCf5VNQsVyeSAkXImPErw93w
55,114000.0,0.58,unknown,34200.0,costa-rica,Julio Alfaro,UCXgIX8vHurlpEAPlG6lJvDw
56,113000.0,0.58,unknown,33900.0,costa-rica,Manualidades del 2000 TV,UCpE67b56i6ngWD_eBivkJvQ
57,109000.0,0.58,unknown,32700.000000000004,costa-rica,Ladyblogger CR,UCKsKRK9cIpTFMRIvPocGjdA
58,109000.0,0.58,unknown,32700.000000000004,costa-rica,Showdehuevos,UCSGJ-Ra-WnlHyueUrHiQetQ
59,109000.0,0.5,unknown,32700.000000000004,costa-rica,La Cruz de la suerte Int Señor Cruz,UC7CTfF8lCaj_-h7kj4XHnAA
60,103000.0,0.58,unknown,30900.0,costa-rica,KWS,UCsvZCX7zMxEP0h1HzBPZAuw
61,102000.0,0.58,unknown,30600.0,costa-rica,Hospital Clínica Bíblica,UC1MHtKJXaHMlVeB7PvsDB3g
62,97300.0,0.58,unknown,29200.0,costa-rica,Sin Secretos con Doris,UChaHjbazcroLPXJusq8Ncvg
63,96100.0,0.58,unknown,28800.0,costa-rica,Jeey Productions,UCfHI8zR4OiRFcmTl4bWft_Q
64,94700.0,0.58,unknown,28400.0,costa-rica,Zybron,UCeR5qR3lrVnY6n5scPZaVXw
65,93100.0,1.4,unknown,27900.0,costa-rica,Veget4 Evolve,UCu9iERzEJE6cY73XvNn96cg
66,91500.0,0.58,unknown,27500.0,costa-rica,Repara electrodomésticos con FARR,UCYAAX1q0h1ZTmnmFBM02WeQ
67,91400.0,2.8,unknown,27400.0,costa-rica,dodgie,UCyioMDtNlXUjNwQSNnY-rAA
68,87300.0,0.58,unknown,26200.0,costa-rica,René Montiel,UCjl_Pn8ymTZm_KIZMDjeZkA
69,87000.0,0.7,unknown,26100.0,costa-rica,Josue z5 TF,UCX9oUz-1DWJ0gWlz8bEWZJg
70,85300.0,0.3,unknown,25600.0,costa-rica,Varas Ticas,UCISk7VhbNBiFYgt56k0wpDg
71,84900.0,0.58,unknown,25500.0,costa-rica,Broc Productions,UCaBnTKHJuBoekETKFP5QBzw
72,82400.0,0.58,unknown,24700.0,costa-rica,Creaciones KevAriAx By Darling,UCMQUBpL-S0QCVaLuL-UO8dA
73,81400.0,0.58,unknown,24400.0,costa-rica,RicoRizzy,UCJ1PIEcECazPKanpDrRJ3GA
74,80600.0,1.0,unknown,24200.0,costa-rica,Sat Yoga Institute,UC9K9r4Wh9OO18BZP4KP9vGQ
75,77200.0,0.58,unknown,23200.0,costa-rica,El show del pollito,UCfSx1h_nOHhmr96gilIvI3Q
76,76100.0,0.2,unknown,22800.0,costa-rica,Aleku,UCwRN8kevJIjApevlRJBOVZw
77,73600.0,0.1,unknown,22100.0,costa-rica,Priscilla Correa,UCs3buhvc_vBWRRusOTITt5A
78,72900.0,0.58,unknown,21900.0,costa-rica,AulaDeEconomia,UCUIvPmpKsx-YnBRxc-E9IXg
79,67000.0,0.58,unknown,20100.0,costa-rica,Comrade Peterson,UCUDp2hgYvnSnraOZA4rYa5w
80,65700.0,0.58,unknown,19700.0,costa-rica,Steven CR,UCRDJFdIgw8pD4XYczng39Hw
81,65500.0,0.58,unknown,19700.0,costa-rica,Diego Nano,UCOH6dgfV9I9wesVrmjOjdQw
82,63800.0,0.58,unknown,19100.0,costa-rica,Beyond Music Company,UC66Qi_o5n9MRWh52B3y2K7A
83,63500.0,0.58,unknown,19100.0,costa-rica,Agrotendencia TV,UCOXEnwToecD7I-cCHiLc_kw
84,63000.0,0.58,unknown,18900.0,costa-rica,Hábitat Soluciones,UCja_PmpKT6k3s1YsV-daZeA
85,62800.0,0.3,unknown,18800.0,costa-rica,KSGAviation / Videos de Aviación,UCloliw_b4N89QIMtIYvFSmg
86,60900.0,0.58,unknown,18300.0,costa-rica,La Caja de Pandora Sindy Ramirez,UC1AdnB5Am5LShr4aj7yd4OQ
87,60000.0,0.58,unknown,18000.0,costa-rica,PeitonYT,UCxe9t3mRvG2RHPWGshWCkEg
88,59100.0,0.58,unknown,17700.0,costa-rica,Rysol TV,UCKBguPUBMEXznmVh1TsOu5Q
89,59100.0,0.58,news travel,17700.0,costa-rica,Henry Precise Cuts,UCj_LC_YOhwK0YtfecPPmRSQ
90,58700.0,1.8,unknown,17600.0,costa-rica,De aventuras con Jaqui,UCr4TIvloUUIJw_v1VABCaiA
91,58400.0,2.5,unknown,17500.0,costa-rica,Logean C,UC-VGtylcwmDQjBD90FVQSuw
92,58000.0,0.58,unknown,17400.0,costa-rica,Nicusha International Living,UCXTln6N3_MQK_Mn_N_o9jWA
93,57500.0,0.4,unknown,17300.0,costa-rica,Shaggy23,UCSrCwYK7_L-u1m1Mx6fBuMg
94,57400.0,0.58,unknown,17200.0,costa-rica,James Wolfe,UCJTbY0hlco8QaVeL7YaYwVw
95,57400.0,0.58,unknown,17200.0,costa-rica,AmeliaRueda,UCM8rjHY4-p3Csgi8_f0II3Q
96,57400.0,0.58,unknown,17200.0,costa-rica,Jostedakure,UCqy0Yh3gDbh2FyaKFKyl91Q
97,57200.0,0.58,unknown,17200.0,costa-rica,Chef Rafael,UCLp5aZWUHqmgMymYVu_swLg
98,57100.0,0.58,art,17100.0,costa-rica,Art in Sound,UCMM3Wvn9ZSZdBlsy7AX7eqQ
99,57000.0,0.58,unknown,17100.0,costa-rica,DIXON2121,UCtF3UVot5pdyOdcNHlK3ASA
100,56600.0,0.1,unknown,17000.0,costa-rica,Chef Sophia,UCOc0oyig540N7PNe8sM3OeA
1,8600000.0,0.58,unknown,2600000.0,romania,Be Inspired,UCaKZDEMDdQc8t6GzFj1_TDw
2,7300000.0,0.58,unknown,2200000.0,romania,Cat Music,UCCTR5nIFvWBW9MeGEGPNG4g
3,5500000.0,0.58,unknown,1600000.0,romania,Bogdan's Show,UCj7vCyiJGTXkCf1HsUzv7dw
4,5100000.0,0.58,art music,1500000.0,romania,RotonMusicTV,UCV-iSZdmPWV9pq-t-dlYzQg
5,5000000.0,0.58,unknown,1500000.0,romania,فِكر تاني,UCoB1ySdDtKKDe0OVN1zbA_A
6,5000000.0,0.58,food and drink pets travel,1500000.0,romania,Anabella Show,UCSGA6pp1L9A2lgV6yA889sg
7,3400000.0,0.58,music celebrity,1000000.0,romania,MediaPro Music,UC6oZDJZhFSFjSSHpzkyr03g
8,3300000.0,2.1,unknown,999000.0,romania,Dani Mocanu © Oficial,UCGc991mofGxjO3-haaRENDg
9,3100000.0,0.4,unknown,942000.0,romania,Selly,UCtke4StIE5z2EiF85Zeqb-A
10,3000000.0,0.58,unknown,906000.0,romania,Video Advice,UCAwylBbx8RiRD3VsaYdwNTw
11,2800000.0,0.58,music,846000.0,romania,Thrace Music,UCI-NxddNdik4EEGyVByg44Q
12,2800000.0,0.58,unknown,843000.0,romania,Andrei Terbea,UC3iNdSV_RQU7DHTGpqEW96w
13,2500000.0,0.58,unknown,750000.0,romania,STR Red,UC7B-GglTR_SBfM5pgrC39fA
14,2500000.0,0.58,unknown,741000.0,romania,AmmA Music & Sound,UCzg-KdISpftt0hjybLVYAhQ
15,2400000.0,0.5,unknown,717000.0,romania,Familia MELIMI,melimi
16,2300000.0,0.58,unknown,693000.0,romania,XBRAKER VS ARCADE,UC8PBr11mPXfu3IJmashujyQ
17,2300000.0,0.58,unknown,687000.0,romania,Big Man Romania,UCuMj5RiqBhThj8R5XqFILwg
18,2200000.0,0.5,unknown,654000.0,romania,Dorian Popa,dorianpopahatz
19,2200000.0,0.58,unknown,645000.0,romania,Throneful,UCIw5rbXUrtk31t20Ap5817w
20,2100000.0,0.58,shopping,624000.0,romania,Magicianul Robert Tudor,UCO2UMyeXwQe4hb2mk0K1m8A
21,1900000.0,0.58,unknown,567000.0,romania,Noaptea Târziu,UCoOF5TJFkopCBciv05LLfCw
22,1900000.0,0.58,unknown,558000.0,romania,Andra,UC-j_qmx-JdJWjwVIetg1vHQ
23,1700000.0,0.58,unknown,495000.0,romania,Disney Romania,UCefcr2GL6WaVr-RWAGt5giQ
24,1600000.0,2.0,unknown,486000.0,romania,Doi Degeaba,UCK4p00drpt-AP2KxWs_H34Q
25,1600000.0,0.58,unknown,486000.0,romania,Melly Karamely Family,UCC_Su3sUw7BBYrRVVoR9fJQ
26,1600000.0,0.5,unknown,474000.0,romania,3Chestii,3chestii
27,1600000.0,5.3,unknown,465000.0,romania,La povesti cu Jimmy,UCkAr8bunhQhvDv5krJJlYrg
28,1500000.0,0.1,unknown,459000.0,romania,Alexunea TV,UCQuib99vec_PbsSc_7f8VyQ
29,1500000.0,0.58,unknown,456000.0,romania,Boomerang România,UCkLu2_aP-7MZKRjybRUHDYA
30,1500000.0,0.58,unknown,456000.0,romania,Antena 1,UCbyawH6yI56MxZid7m2yLiA
31,1500000.0,0.58,unknown,447000.0,romania,Jador,UCuVGndfnNoNXzxpSZ5qgiaw
32,1500000.0,0.2,unknown,435000.0,romania,Mihai-Alexandru Hash,UCg8uNiuq_AslECnNZ0n4l8g
33,1400000.0,0.58,unknown,429000.0,romania,MrEdxwx,UC7FvHJEkTuwoi2pFsVideFA
34,1400000.0,0.58,unknown,426000.0,romania,BettyL Club,UCuWm7b-CBm3qyd5Ftb1G9Sg
35,1400000.0,0.58,unknown,423000.0,romania,Big Man Music Oficial,UC5GMxz7GX3LdKexkpwASYNg
36,1400000.0,0.2,unknown,414000.0,romania,Pisica MiauMiau,UCKVi1LI2KOgOYUssNVWO1Xg
37,1400000.0,0.58,unknown,414000.0,romania,Knowledgia,UCuCuEKq1xuRA0dFQj1qg9-Q
38,1400000.0,1.5,unknown,405000.0,romania,CreativeMonkeyzArmy,UCwUfX87V6RsbVVRrcrxmJAA
39,1300000.0,0.58,unknown,402000.0,romania,HaHaHa Production,UCZFZH5uzK8RVRE1lrP7L2yQ
40,1300000.0,0.58,unknown,390000.0,romania,Lord Aizen,UCyHzuI5sqmtfrV-2SzZz5HQ
41,1300000.0,0.5,unknown,390000.0,romania,ilie’s vlogs,UCI4kXahIsuJYCmrEkjFjAtA
42,1300000.0,1.9,unknown,375000.0,romania,Antonio Pican,UCZ6dtYWTv14XJidLgcWqRRg
43,1300000.0,0.58,video gaming,375000.0,romania,ovadark,UCSzxkmcv3W5DnnYxq1ub1bA
44,1200000.0,0.58,unknown,363000.0,romania,Kompact Play Music,UCg3nk6CovuSHbXf-xsI6TVA
45,1200000.0,0.4,unknown,363000.0,romania,Gami,UCnKuzfMBRasBL_b-iKG4FPA
46,1200000.0,0.58,unknown,357000.0,romania,Casa Iubirii,UCgRHtJDaeVzQ_hW1-xzrTWw
47,1200000.0,0.58,unknown,357000.0,romania,Cristi Munteanu,UCX5nytKY7ARJ0GiP9_xn4XQ
48,1200000.0,0.58,unknown,354000.0,romania,RoTerra Music Official,UCSr-FXpCojmsXfto7KcBnUA
49,1200000.0,0.58,unknown,345000.0,romania,yayamusicproduction,UCZM_qIBmh3RmXdbiaMPj6-w
50,1200000.0,0.58,unknown,345000.0,romania,Like Sara,UCEkXmiskQSV0paypikrEsrQ
51,1100000.0,0.6,unknown,339000.0,romania,MIRCEA BRAVO,UCJes43YsFzZ8FUzUMmhRFFw
52,1100000.0,0.58,unknown,339000.0,romania,Orange Blue,UCE_NNArrZmhYCwuoc9-GTrQ
53,1100000.0,0.58,unknown,333000.0,romania,Bogdan DLP,UCOSuXx0kB-vHNsVY222B3lQ
54,1100000.0,0.58,unknown,333000.0,romania,Acces Direct,UCLD8IijD59t34HWV9z_0acg
55,1100000.0,0.2,unknown,330000.0,romania,"Atentie, Cad Mere!",UCcT-Q7UFnIFuRMiAqUnfwNA
56,1100000.0,0.58,unknown,327000.0,romania,Simion Tomiţa,UCvN_8CUQs_vPUpKNdAQUr_Q
57,1100000.0,15.2,unknown,321000.0,romania,abi talent,UCQGg3WPrQ0bmcktpIdWoT5g
58,1000000.0,0.3,unknown,312000.0,romania,maxsialtele,UCEf1OOSM2-o7JYGE4qSzb3A
59,1000000.0,0.3,unknown,309000.0,romania,MIXTON MUSIC,UCqzx-RJyMESr4U7Q49EDLmQ
60,1000000.0,0.4,unknown,309000.0,romania,Bercea,UC28RpfWWLPgZVV3hcxaJsPw
61,1000000.0,0.58,unknown,309000.0,romania,NYK,UCCZoiwHiWsmXEU7HPwFlhaw
62,1000000.0,0.58,books music,309000.0,romania,Global Records,UCXH2R1015c-YCZ2PO-0kanQ
63,1000000.0,2.4,unknown,309000.0,romania,BiBi,UC_d1gUdRvIhhQiPNFJ5nAzA
64,1000000.0,0.58,unknown,303000.0,romania,Diana C,UCNtpcmdWoqSk0Au2_auC8jw
65,1000000.0,0.58,unknown,303000.0,romania,Radio ZU,UCCk2fsACFAxsCOZZjwW2_Pg
66,1000000.0,0.58,unknown,300000.0,romania,Iuliana Beregoi,UCb8kT4F7wLJ9lS2rBP_cYEQ
67,982000.0,0.8,unknown,294600.0,romania,Sofia Show RO,UCmxpd9oYtBy4EQ7huv23dvQ
68,981000.0,1.7,unknown,294300.0,romania,Alex Montrey,UCozoS_GnDx-9CE1IYNQ0twA
69,980000.0,1.1,unknown,294000.0,romania,Chimaru,UCXUmHi2W9jFbvERgWhnYxbQ
70,977000.0,3.9,music,293100.0,romania,Edy Talent,UCcga9xqeVmknO8uxUFD5QDA
71,960000.0,3.1,unknown,288000.0,romania,Jimmy Hex,UCiPzyQLUu7WKbResmB51KGQ
72,957000.0,1.3,unknown,287100.0,romania,NANEmernic,UCdUI7rjrdibqUXriX-B2vvQ
73,951000.0,5.8,unknown,285300.0,romania,Alex Crish's Toxic Waste,UCGoMase_0ntgviTS1NZqkQA
74,949000.0,0.58,unknown,284700.0,romania,Florin Salam by Nek Music,UCeGjYw8r_xZo0Po9CtDEhkg
75,937000.0,1.2,unknown,281100.0,romania,Mimi,UCq-5wSr9ZrmU298suFTJGYg
76,936000.0,0.58,music,280800.0,romania,Smiley,UCk6bTmj5Uc5rFA5HzAzHy4Q
77,934000.0,0.58,unknown,280200.0,romania,Mini Toys Surprise Eggs Unboxing,UCePAHj88yuJDRA_U2MfszaQ
78,930000.0,0.58,unknown,279000.0,romania,Radu Constantin,UCPoCWloyfRWsmfApN_svCYA
79,913000.0,0.58,video gaming,273900.0,romania,GamingGo,UCADFWcPLlqi7F5oSjtCErDQ
80,911000.0,0.1,unknown,273300.0,romania,Alexandru Bălan,UCEbFovLGTKoTxDisxBI4EtA
81,898000.0,0.6,unknown,269400.0,romania,Mara STEFANIA,UCgYsSoUXlDmftFHvokALpGA
82,895000.0,5.5,unknown,268500.0,romania,Lino Golden,UCEj1nu-bWFmYIga6EWQFDzQ
83,893000.0,0.58,unknown,267900.0,romania,Românii au talent,UC870eIJ80uX6yiTLRZhunNw
84,888000.0,0.58,unknown,266400.0,romania,RUX,UCAlLp-fWSOLeMA-tcA-MgKA
85,887000.0,0.2,unknown,266100.0,romania,Seek Music,UCnVs_K-Rkzkdts9sxISF8Uw
86,886000.0,0.58,unknown,265800.0,romania,Alex Alvarez,UCtKP0AYdHY5T_U1Oy4DF2Hw
87,881000.0,0.58,unknown,264300.0,romania,BRomania,UCrHZJ6fddxeK2wwPIh5-O4Q
88,880000.0,1.0,unknown,264000.0,romania,Cocos Christina,UCETgD7gQjDBKYgq-4KeJQeA
89,876000.0,0.1,unknown,262800.0,romania,Hair Hood,UCuc5e6jU-fKk0bgrmDye2Tg
90,869000.0,0.58,unknown,260700.0,romania,MusicMondoRomania,UCUurCikQ1VubgVVTk3lfgQA
91,859000.0,2.3,unknown,257700.0,romania,Zbir,UC__aueA0HtGtCU5VTanVigA
92,852000.0,1.2,unknown,255600.0,romania,Vladuta Lupau,UC9q02x_vtrnmFikcRodI2eQ
93,850000.0,0.1,unknown,255000.0,romania,DenisaRaducu,denisaraducu
94,849000.0,0.58,unknown,254700.0,romania,În Puii Mei,UCoDTjH4hRy4ZwSldYeXSMug
95,839000.0,0.58,unknown,251700.0,romania,Daria Callie,UCyGgRLbgcXjON9ZS5DaqMOQ
96,824000.0,0.58,unknown,247200.0,romania,Tzanca Uraganu,UCiebKrTZGBhBqWQRNtQqwoA
97,813000.0,0.58,unknown,243900.0,romania,TommoProduction,UCknDtlEQpdwQL_geEcIe4mA
98,809000.0,0.4,unknown,242700.0,romania,ANTONIA,UCmDmSSTt_4vMuPM1jk4zUtg
99,802000.0,1.4,unknown,240600.0,romania,Andrei Cosmin,UCLn5Bd8Roau6sEScxOc95tA
100,800000.0,0.2,unknown,240000.0,romania,Motan Show,UCmSVVJfrnrsb-OvaywIaeTQ
1,6700000.0,0.58,sports,2000000.0,romania,Aurelia Dobre,aureliadobre
2,3700000.0,0.58,fashion and accessories beauty and self care,1100000.0,romania,Lavbbe,lavbbe
3,1800000.0,0.58,fashion and accessories,540000.0,romania,Adelina Pestritu,adelinapestritu
4,1700000.0,0.58,unknown,510000.0,romania,andragogan.ro 🇷🇴,andragoganro
5,1400000.0,0.1,education,420000.0,romania,Andra,andratwork
6,1100000.0,0.58,unknown,330000.0,romania,Anca Thunder,ancathunder
7,1100000.0,2.6,acting and drama,330000.0,romania,Oana Zara,oanazara
8,992200.0,0.58,unknown,297700.0,romania,Stefania,cristinaa.stefaniaa
9,988300.0,0.58,unknown,296500.0,romania,Motivation,andrei_deiu.01
10,984500.0,0.58,unknown,295400.0,romania,💜Mady💜,maddymaddy9
11,984300.0,0.3,unknown,295300.0,romania,Daniel Pavel,danielpavell
12,961300.0,0.58,unknown,288400.0,romania,Alexandra Campan,ale.campan15
13,949300.0,0.58,unknown,284800.0,romania,Florin Giura,dibujos.animadoos
14,940800.0,0.8,unknown,282200.0,romania,Lucas Popan,lucaspopan
15,933400.0,0.3,unknown,280000.0,romania,David,davidencu
16,911600.0,0.58,food and drink,273500.0,romania,KingBish,spicedevilcaleb
17,910100.0,0.58,unknown,273000.0,romania,Smiley,smiley_omul
18,908700.0,0.58,unknown,272600.0,romania,Miruna Rumina,miruna.rumina
19,888000.0,0.58,unknown,266400.0,romania,dominic,dominicgabriele
20,876900.0,0.58,unknown,263100.0,romania,S💜I💜M💜O💜N💜N💜A,simonna_braboveanu
21,839100.0,0.58,unknown,251700.0,romania,Ines Stana,ines
22,834800.0,0.58,unknown,250400.0,romania,Louis Florea,louismflr
23,813600.0,0.58,nature,244100.0,romania,Romania,romania
24,806400.0,0.58,unknown,241900.0,romania,Lorena Visan,lorevsn
25,787900.0,0.58,unknown,236400.0,romania,Diana C,dianacondurache
26,783900.0,0.2,unknown,235200.0,romania,Alex Cojuhari,alex.cojuhari
27,775900.0,0.58,food,232800.0,romania,andreeacorb,andreeacorb
28,773000.0,0.7,unknown,231900.0,romania,1Petru,1petru
29,756400.0,0.58,unknown,226900.0,romania,Lord Dracula,draculamlph
30,752900.0,0.58,unknown,225900.0,romania,Ina,terescencoina_
31,749700.0,0.58,unknown,224900.0,romania,azaleea.necula,azaleea.necula
32,735700.0,0.58,unknown,220700.0,romania,Bianca Maria Comanici,comanicibianca14
33,734900.0,0.58,unknown,220500.0,romania,Nikolas Sax,nikolassax
34,731800.0,0.58,unknown,219500.0,romania,🔺Vlad🔻,vladneamtu0
35,727800.0,0.58,unknown,218300.0,romania,✪Sportactivities✪,sportactivities
36,712800.0,0.58,unknown,213800.0,romania,VLAD MUNTEANU,mnt.vlad
37,704700.0,0.58,travel,211400.0,romania,Vlada Grecu 😈,vlada.prada
38,703400.0,0.58,entertainment and music,211000.0,romania,Leoo Dumitru,leoodumitru
39,693800.0,0.1,unknown,208100.0,romania,Mihai Dragomir,mihai_dragomir
40,684400.0,0.58,unknown,205300.0,romania,rita.engleza,rita.engleza
41,679300.0,0.58,unknown,203800.0,romania,Barnoschi Ana Maria,barnoschianamaria
42,675300.0,0.58,fashion and accessories,202600.0,romania,Hair Hood,hairhood.ro
